,,,,,,,1 Month 4/1/2024 thru 4/30/2024,1 Month 5/1/2024 thru 5/31/2024,1 Month 6/1/2024 thru 6/30/2024,1 Month 7/1/2024 thru 7/31/2024,1 Month 8/1/2024 thru 8/31/2024,1 Month 9/1/2024 thru 9/30/2024,1 Month 10/1/2024 thru 10/31/2024,1 Month 11/1/2024 thru 11/30/2024,1 Month 12/1/2024 thru 12/31/2024,1 Month 1/1/2025 thru 1/31/2025,1 Month 2/1/2025 thru 2/28/2025,1 Month 3/1/2025 thru 3/31/2025,12 Months 4/1/2024 thru 3/31/2025,Diff,,,,,,,,,,,,,,,,
Classes of Trade,OnOff Premises,Retail Accounts,Address,City,State,Zip Code,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,LOEWS CORAL GABLES HOTEL,2950 COCONUT GROVE DRIVE,CORAL GABLES,FL,33134,0,1,0,0,0,0,0,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,RESORTS WORLD LAS VEGAS,3000 S LAS VEGAS BLVD,LAS VEGAS,NV,89109,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,INNESS,10 BANK ST,ACCORD,NY,12404,0,0,0,2,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,AC Hotel By Marriott Buckhead,3586 Peachtree Rd NE,Atlanta,GA,30326,0,0,0,0,0,0,0,0,1,0,1,0,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,POPULUS HOTEL  AN APARIUM,240 14TH STREET,DENVER,CO,80202,0,0,0,0,0,0,0,0,0,2,0,0,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,FOUR SEASONS RESORT  LAS VEGAS,3960 LAS VEGAS BLVD SO,LAS VEGAS,NV,89119,0,0,0,0,0,0,1,0,0,1,0,0,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,Atlanta Hilton (Around the World),255 Courtland St NE,Atlanta,GA,30303,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,ROMER HELL S KITCHEN,851 8TH AVE,NEW YORK,NY,10019,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,PORTOFINO BAY HOTEL,5601 UNIVERSAL BLVD,ORLANDO,FL,32819,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,THE DREY HOTEL,5630 VILLAGE GLEN DR,DALLAS,TX,75206,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,WYNDHAM GRAND ORLANDO RESORT,14651 CHELONIA PARKWAY,ORLANDO,FL,32821,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,LOEWS ARLINGTON HOTEL,1601 E RANDOL MILL RD,ARLINGTON,TX,76011,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,RITZ CARLTON HOTEL COMPANY,1185 BROADWAY,NEW YORK,NY,10001,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,JW MARRIOTT MIAMI TURNBERRY,19999 WEST COUNTRY CLUB DRIVE,AVENTURA,FL,33180,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,SOF-XI KAUAI PV HOTEL LP,5520 KA HAKU RD,PRINCEVILLE,HI,96722,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,The Candler Hotel,127 Peachtree St NW,Atlanta,GA,30303,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,Renaissance Atl Airport Gateway,2081 Convention Center Concourse,College Park,GA,30337,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,Reverb Hotel Atlanta,89 Centennial Olympic Park Drive NW,Atlanta,GA,30313,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,LODGE AT SONOMA,1325 BROADWAY,SONOMA,CA,95476,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,HARD ROCK HOTEL,5800 UNIVERSAL BLVD,ORLANDO,FL,32819,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,ROYAL PACIFIC RESORT,6300 HOLLYWOOD WAY,ORLANDO,FL,32819,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,PIER SIXTY-SIX HOTEL,2301 SE 17TH ST,FORT LAUDERDALE,FL,33316,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,Loews Atlanta Hotel,1065 Peachtree St NE,Atlanta,GA,30309,0,0,0,0,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,The Kimpton Sylvan**CLOSED**,374 E Paces Ferry Rd NE,Atlanta,GA,30305,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,Four Seasons Hotel Atl,75 14th Street NE,Atlanta,GA,30309,0,0,0,0,0,1,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,A-FRAME CLUB WINTER PARK,1008 WINTER PARK DRIVE,WINTER PARK,CO,80482,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,WEST HOLLYWOOD EDITION THE,9040 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,GRAVITY HAUS,315 E HYMAN AVENUE,ASPEN,CO,81611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,SEAGATE HOTEL& SPA/BOURBON,1020 E ATLANTIC AVE,DELRAY BEACH,FL,33483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,(THE) BETSY SOUTH BEACH,1440 OCEAN DRIVE & 1433 COLLIN,MIAMI BEACH,FL,33139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,RESIDENCE INN CUPERTINO,19429 STEVENS CREEK BLVD,CUPERTINO,CA,95014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,LOEW S CORONADO BAY,4000 CORONADO BAY RD,CORONADO,CA,92118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,W Atl Downtown/Destination****,45 Ivan Allen Jr Blvd NW,Atlanta,GA,30308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,HYATT HOUSE,2719 K ST,SACRAMENTO,CA,95816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,BOCA BEACH CLUB/BEACHES BAR,900 SOUTH OCEAN BLVD,BOCA RATON,FL,33432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,MARQUESA HOTEL,600 FLEMING STREET,KEY WEST,FL,33040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,VILLA ROYALE,1620 INDIAN TRAIL,PALM SPRINGS,CA,92264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
HOTEL/ MOTEL,ON,GURNEYS MONTAUK RESORT AND,290 OLD MONTAUK HGHY,MONTAUK,NY,11954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,CRAFT & ART WINES & SP/PAR-SAM,15751-55 TAPIA STREET,IRWINDALE,CA,91702,2,10,0,0,6,0,0,0,0,0,0,0,18,18,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,CRAFT & ART WINES & SP/PAR-SAM,15751-55 TAPIA STREET,IRWINDALE,CA,91702,1,20,0,9,2,0,5,9,0,0,0,0,46,46,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SAKE ONO/PARK STREET IMP -SAMP,5286 PO BX 660367,DALLAS,TX,75266,0,3,0,0,0,0,0,5,0,4,0,0,12,12,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SGWS-HOUSE SAMPLE M02(SUPP) ON,1600 NW 163RD ST,MIAMI,FL,33169,3,0,0,1,0,1,1,4,0,2,0,0,12,12,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SOBE - GTV SOUTH,1600 NW 163RD ST,MIAMI,FL,33169,0,0,0,0,0,1,0,0,0,4,0,0,5,5,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SAKE ONO/PARK STREET IMP- SAMP,5286 PO BX 660367,DALLAS,TX,75266,0,0,0,0,0,1,0,10,0,4,0,0,15,15,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SOBE-DANIEL BOULUD DINNER,255 BISCAYNE BLVD WAY,MIAMI,FL,33015,0,0,0,0,0,1,0,0,0,4,0,0,5,5,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SOBE-JET TILA DINNER FRI,1701 COLLINS AVENUE,MIAMI BEACH,FL,33109,0,0,0,0,0,1,0,0,0,8,0,0,9,9,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SOBE-SUSHI MASTER CLASS,801 BRICKELL AVENUE,MIAMI,FL,33131,0,0,0,0,0,1,0,0,0,4,0,0,5,5,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SGWS KEY WEST HOLIDAY TRADE SH,1600 NW 163RD ST,MIAMI,FL,33169,0,0,0,0,0,5,0,2,0,4,0,0,11,11,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SOBE- A SUSHI OMAKASE COLLECTI,2105 N MIAMI AVENUE,MIAMI,FL,33127,0,0,0,0,0,1,0,0,0,6,0,0,7,7,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SOBE-SIP & SWIRL,1737 N BAYSHORE DRIVE,MIAMI,FL,33132,0,0,0,0,0,1,0,0,0,5,0,0,6,6,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,BAKER S BAY GOLF & OCEA,GREAT GUANA CAY MARSH HARBOUR,** INTERNATIONAL **,FL,2,0,0,5,0,0,5,0,0,0,4,0,0,14,14,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SOBE - GTV SPONSOR VILLAGE,1600 NW 163RD ST,MIAMI,FL,33169,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SGWS-HOUSE SMP  M05(CONSUMER),1600 NW 163RD ST,MIAMI,FL,33169,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,UNIVERSAL HELIOS GRAND HOTEL,8505 SOUTH KIRKMAN ROAD,ORLANDO,FL,32819,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SHEEHAN MCCOY SAMPLES,155 KAPALULU PLACE STE 300,HONOLULU,HI,96819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,JEFFERY SMITH SAMPLES,155 KAPALULU PL STE 300,HONOLULU,HI,96819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,TEAM #089 WISNER,93321 DOWE AVE,UNION CITY,CA,94587,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,TEAM #102 BARBER,33321 DOWE AVE,UNION CITY,CA,94587,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,TEAM #182 KILIAN,33321 DOWE AVE,UNION CITY,CA,94587,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
OTHER ON PREMISE,ON,SAKE ONE,820 ELM STREET,FOREST GROVE,OR,97116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,CRAFT & ART WINES & SPIRITS/PA,1000 BRICKELL AVENUE SUITE 915,MIAMI,FL,33131,0,0,0,9,0,10,15,0,0,0,0,0,34,34,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAKE ONO/PARK STREET/SAMPLES,22800 E. 19TH AVE,AURORA,CO,80019,0,0,0,4,0,0,0,7,0,5,0,0,16,16,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,HD 200 PARK LLC,200 PARK AVE,NEW YORK,NY,10166,0,1,0,7,0,5,0,11,0,2,0,0,26,26,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,VOM FASS OF SAN DIEGO (OFF),1440 INNOVATIVE DR #400,SAN DIEGO,CA,92154,0,0,0,0,0,13,0,0,0,0,0,0,13,13,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-ASIAN BITES-FRIDAY,117 WEST STREET,NEW YORK,NY,10006,0,0,0,0,0,16,2,0,0,0,0,0,18,18,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAKE ONO/PARK STREET IMPORTS,5286 POST OFFICE BOX 660367,DALLAS,TX,75266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,FULL GLASS ENTERPRISES,3525 V ST NE,WASHINGTON,DC,20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAKEONE/SAMPLES,5270 FOX STREET,DENVER,CO,80216,0,0,0,0,0,12,0,2,0,0,0,0,14,14,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,CRAFT & ART WINE/SAMPLES,22800 E 19TH,AURORA,CO,80019,0,0,0,5,0,7,4,0,0,0,0,0,16,16,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-GRAND TASTING-SATURDAY,80 58TH STREET  PIER 4,BROOKLYN,NY,11220,0,0,0,0,0,10,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-OYSTER BASH SUN.,BRIDGE PARK DR  PIER 6,BROOKLYN,NY,11201,0,0,0,0,0,12,-2,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE GRAND ANNUAL TASTING,99 EAST 52ND STREET,NEW YORK,NY,10022,0,9,0,0,0,0,0,0,0,1,0,0,10,10,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE GSM,SYOSSET,SYOSSET,NY,11791,0,0,0,8,0,0,0,0,0,1,0,0,9,9,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,ENDS MEAT LLC,220 36TH ST UNIT B104,BROOKLYN,NY,11232,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-KYU DINNER-SUNDAY.,324 LAFAYETTE STREET,NEW YORK,NY,10012,0,0,0,0,0,6,-1,0,0,1,0,0,6,6,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-JET TILA DINNER THURS.,20 SPRING STREET,NEW YORK,NY,10012,0,0,0,0,0,5,0,0,0,1,0,0,6,6,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-NARO DINNER THURS.,610 5TH AVENUE  #04,NEW YORK,NY,10020,0,0,0,0,0,5,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SGWS- SUPPLIER SAMPLES,3125 V STREET NE,WASHINGTON,DC,20018,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,PARK ST/CRAFT&ARTS TRANSFER,1000 BRICKELL AVENUE SUITE 915,MIAMI,FL,33131,0,0,2,3,0,0,0,0,0,1,0,0,6,6,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,PALAZZO DEL SOL,6800 FISHER ISLAND DRIVE,FISHER ISLAND,FL,33109,0,0,0,0,0,0,4,0,0,1,0,0,5,5,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-SOCIAL HOUR SAT.,25 W 28TH STREET,NEW YORK,NY,10001,0,0,0,0,0,8,-4,0,0,1,0,0,5,5,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,MISSION LIQUOR & WINES WHSE,445-447 MADERA STREET,SAN GABRIEL,CA,91776,0,1,0,0,0,1,0,1,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-ALEX G DINNER-FRIDAY,1100 AVENUE OF AMERICAS,NEW YORK,NY,10023,0,0,0,0,0,5,-1,0,0,1,0,0,5,5,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE BRENDAN MCCREA,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,0,2,0,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-PAVLOVA CLASS SUN.,225 LIBERTY STREET,NEW YORK,NY,10281,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,NYCWFF-FRIED CHICKEN SUN.,225 LIBERTY STREET,NEW YORK,NY,10281,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,AVANTI F&B,458 VAIL VALLEY DRIVE UNIT C-5,VAIL,CO,81657,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP DIANE NEWMAN,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,1,0,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE NICHOLAS SLATER,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SGWS- TEAM SAMPLES,3125 V STREET NE,WASHINGTON,DC,20018,0,0,0,0,0,2,0,0,0,1,0,1,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP CHRISTIAN CACERES,W/HOUSE PICK UP,SYOSSET,NY,11791,0,0,0,0,1,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SGWS DONATIONS,8400 S JONES BLVD,LAS VEGAS,NV,89108,0,0,1,0,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #009 CHO,17101 VALLEY VIEW AV,CERRITOS,CA,90703,0,0,0,0,0,2,0,1,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP DONALD CHOI,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE SYOSSET ARIEL ABRAMOV,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,WARREN SHON SAMPLE,155 KAPALULU PL STE 300,HONOLULU,HI,96819,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #065 KILIAN,17101 VALLEY VIEW AV,CERRITOS,CA,90703,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SGWS-HOUSE SAMPLE F01 (MISC),2385 ROCKFILL ROAD,FORT MYERS,FL,33916,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE ADRIAN CHIOTA,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,0,0,2,0,1,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,DOUBLE SHOT HOSPITALITY,3950 PATRICK LANE STE 203,LAS VEGAS,NV,89120,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #061 GARCIA,33321 DOWE AVE,UNION CITY,CA,94587,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #041 BONAMIGO,17101 VALLEY VIEW AV,CERRITOS,CA,90703,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP FRANK MISSONE,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,0,0,2,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP PATRICIA HOPE,W-HOUSE PICK UP,SYOSSET,NY,11773,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP EVAN RAPPAPORT,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,2,0,0,0,1,0,0,5,5,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE RYAN MOORE,99 RAILROAD AVE,ALBANY,NY,12205,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,RAZEE  SEAN,SW&S,DENVER,CO,80217,0,0,0,1,0,2,0,0,0,1,0,0,5,5,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP SUNG KIM,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP PAUL ENGCHUAN,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SGWS-HOUSE SMP  O03(NEW PROD),7101 TPC DRIVE SUITE 150,ORLANDO,FL,32822,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE AGUSTINA HOBBS,W/HOUSE PICK UP,SYOSSET,NY,11791,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #089 HUPP ALLISON,33321 DOWE AVE,UNION CITY,CA,94587,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #121 HUPP,17101 VALLEY VIEW AV,CERRITOS,CA,90703,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP SHASTA HAMILTON,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP KRISTIN MAURITZ,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE JOSH LENHARD,2436 INNOVATION WAY,ROCHESTER,NY,14624,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE JESSICA MERMAGEN,3063 COURT STREET,SYRACUSE,NY,13208,0,0,0,1,0,2,0,0,0,1,0,0,4,4,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE ADAM MERSINCAVAGE,99 RAILROAD AVE,ALBANY,NY,12205,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,LAHUE  DEVLIN,SW&S FIELD MGR,DENVER,CO,80217,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #OPN,17101 VALLEY VIEW AVE,CERRITOS,CA,90703,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP MICHAEL STROHL,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #262 LAURO,17101 VALLEY VIEW AV,CERRITOS,CA,90703,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,CONROY  PATRICK,SW&S,DENVER,CO,80216,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #003 OPEN,33321 DOWE AVE,UNION CITY,CA,94587,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,TEAM #089 AVILA  DUART,33321 DOWE AVE,UNION CITY,CA,94587,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE GINA BOGGIO,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,ADAM LACAGNINA SAMPLES,155 KAPALULU PLACE STE 300,HONOLULU,HI,96819,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,EXEC WITHDRAWAL LARRY RUVO,123,LAS VEGAS,NV,89103,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
OTHER OFF PREMISE,OFF,SAMPLE REP BRYAN GAMZA,W/HOUSE PICK-UP,SYOSSET,NY,11791,0,0,0,1,0,1,0,0,0,1,0,0,3,3,,,,,,,,,,,,,,,,
